"key","en — English","ru — Русский","ca — Català","de — Deutsch","el — Ελληνικά","es — Español","fr — Français","id — Bahasa Indonesia","it — Italiano","ja — 日本語","nl — Nederlands","oc — Occitan","pt_BR — Português (Brasil)","sv — Svenska","tr — Türkçe","zh_Hans — 简体中文","zh_Hant — 繁體中文"
"ContentBlock.editCardCheckbox","toggled-checkbox","помеченный флажок","casella de verificació conmutada","Umschaltbare Checkbox","","casilla de verificación conmutada","case cochée","kotakpilihan-beralih","casella di controllo spuntata","切替えられたチェックボックス","Aangevinkt selectievakje","alternar-cassa","Caixa de seleção marcada","markerad krysskruta","değiştirilmiş işaret kutusu","切换复选框","切換復選框"
"ContentBlock.editCardCheckboxText","edit card text","редактировать текст карточки","edita el contigut de la targeta","Kartentext bearbeiten","","editar texto de la tarjeta","éditer le texte de la carte","sunting teks kartu","modifica il testo della scheda","カードテキストの編集","kaarttekst bewerken","modificar lo tèxt de la carta","editar texto do cartão","redigera korttext","kart metnini düzenle","编辑卡片文字","編輯卡片文字"
"ContentBlock.editCardText","edit card text","редактировать текст карточки","edita el text de la targeta","Kartentext bearbeiten","","editar texto de la tarjeta","éditer le texte de la carte","sunting teks kartu","modifica il testo della scheda","カードテキストの編集","kaarttekst bewerken","modificar lo tèxt de la carta","editar texto do cartão","redigera korttext","kart metnini düzenle","编辑卡片文字","編輯卡片文字"
"ContentBlock.editText","Edit text...","Изменить текст...","Edita el text...","Text bearbeiten ...","Επεξεργασία κειμένου ...","Editar texto...","Éditer le texte...","Sunting teks...","Modifica il testo...","テキストを編集する...","Tekst bewerken...","Modificar lo tèxt...","Editar texto...","Redigera text...","Metni düzenle...","编辑文字...","編輯文字..."
"ContentBlock.errorText","You've exceeded the size limit for this content. Please shorten it to avoid losing data.","Превышен предел размера для этого блока. Сократите его, иначе данные потеряются.","","","","","","","","","","","","","","",""
"ContentBlock.image","image","изображение","imatge","Bild","εικόνα","imagen","image","gambar","immagine","画像","afbeelding","imatge","imagem","bild","görsel","图片","圖片"
"ContentBlock.insertAbove","Insert above","Вставить выше","Insereix damunt","Darüber einfügen","Εισαγωγή από πάνω","Insertar encima","Insérer au-dessus","Masukkan di atas","Inserisci sopra","上に挿入する","Hierboven invoegen","Inserir al dessús","Inserir acima","Lägg till ovanför","Üste ekle","在上方插入","在上方插入"
"ContentBlock.moveBlock","move card content","переместить содержимое карточки","","Karteninhalt verschieben","","","","","","カード内容の移動","inhoud van de kaart verplaatsen","","mover conteúdo do cartão","flytta kortets innehåll","kart içeriğini taşı","移动卡片内容","移動卡片內容"
"ContentBlock.moveDown","Move down","Опустить","Mou abaix","Nach unten bewegen","Μετακίνηση κάτω","Mover hacia abajo","Déplacer vers le bas","Turunkan","Sposta giù","下へ移動する","Naar beneden verplaatsen","Desplaçar al dejós","Mover para baixo","Flytta ned","Alta taşı","下移","下移"
"ContentBlock.moveUp","Move up","Поднять","Mou adalt","Nach oben bewegen","Μετακίνηση επάνω","Mover hacia arriba","Déplacer vers le haut","Naikkan","Sposta su","上へ移動する","Naar boven verplaatsen","Desplaçar al dessús","Mover para cima","Flytta upp","Üste taşı","上移","上移"
"ContentBlock.text","text","текст","text","Text","κείμενο","texto","texte","teks","testo","テキスト","tekst","tèxt","texto","text","metin","文字","文字"
"DateFilter.empty","Empty","Пусто","","Leer","","","","","","","","","Vazio","","Boş","",""
"DateRange.clear","Clear","Очистить","","Leeren","","","Supprimer","","Pulisci","クリア","Wissen","","Limpar","Rensa","Temizle","清除","清除"
"DateRange.empty","Empty","Пусто","","Leer","","","Vide","","Vuoto","空","Leeg","","Vazio","Tom","Boş","空的","空白"
"DateRange.endDate","End date","Дата окончания","","Enddatum","","","Date de fin","","Data di scadenza","終了日","Einddatum","","data de término","Slutdatum","Bitiş tarihi","结束日期","結束日期"
"DateRange.today","Today","Сегодня","","Heute","","","Aujourd'hui","","Oggi","今日","Vandaag","","Hoje","Idag","Bugün","今天","今日"
"DeleteBoardDialog.confirm-cancel","Cancel","Отмена","","Abbrechen","","","Annuler","","Annulla","キャンセル","Annuleren","","Cancelar","Avbryt","İptal","取消","取消"
"DeleteBoardDialog.confirm-delete","Delete","Удалить","","Löschen","","","Supprimer","","Elimina","削除","Verwijderen","","Excluir","Radera","Sil","删除","刪除"
"DeleteBoardDialog.confirm-info","Are you sure you want to delete the board “{boardTitle}”? Deleting it will delete all cards in the board.","Вы уверены, что хотите удалить доску ""{boardTitle}""? Ее удаление приведет к удалению всех карточек на доске.","","Bist du sicher, dass du das Board ""{boardTitle}"" löschen möchtest? Wenn du es löschen, werden allen Karten auf diesem Board gelöscht.","","","Êtes-vous sûr de vouloir supprimer le tableau «{boardTitle}» ? Cela supprimera toutes les cartes dans ce tableau.","","Sei sicuro di voler eliminare la bacheca ""{boardTitle}""? Eliminandola, rimuoverai tutte le schede in bacheca.","本当にBoard ""{boardTitle}"" を削除しますか？ 削除すると、このBoardのすべてのカードが削除されます。","Weet je zeker dat u het bord ""{boardTitle}"" wil verwijderen? Het verwijderen van het bord zal alle kaarten in het bord verwijderen.","","Tem certeza que quer excluir o quadro ""{boardTitle}""? Excluí-lo irá apagar todos os cartões no quadro.","Är du säker på att du vill ta bort board “{boardTitle}”? När du tar bort den kommer du radera alla kort på board.","“{boardTitle}” panosunu silmek istediğinize emin misiniz? Silme işlemi bu panodaki tüm kartları siler.","确定要删除版块""{boardTitle}""？删除后，也将删除此版块中的所有卡片。","您確定要刪除圖板“{boardTitle}”嗎？ 刪除它會刪除棋盤中的所有卡片。"
"DeleteBoardDialog.confirm-info-template","Are you sure you want to delete the board template “{boardTitle}”?","Вы уверены, что хотите удалить шаблон доски “{boardTitle}”?","","Bist du sicher, dass du die Board-Vorlage ""{boardTitle}"" löschen willst?","","","Voulez-vous vraiment supprimer le modèle de tableau “{boardTitle}” ?","","","Boardテンプレート ""{boardTitle}"" を本当に削除しますか?","Weet je zeker dat je het boardsjabloon ""{boardTitle}"" wilt verwijderen?","","Tem certeza que deseja excluir o board template “{boardTitle}”?","Är du säker på att du vill ta bort board-mallen ""{boardTitle}""?","“{boardTitle}” pano kalıbını silmek istediğinize emin misiniz?","你确定要删除板块模板""{boardTitle}""吗？","你確定要刪除此板塊名稱{boardTitle}範例?"
"DeleteBoardDialog.confirm-tite","Confirm delete board","Подтвердить удаление доски","","Board löschen bestätigen","","","Confirmer la suppression du tableau","","Conferma la rimozione della bacheca","Boardの削除を確定する","Bevestig verwijderen board","","Confirmar exclusão do board","Bekräfta att ta bort board","Panoyu silmeyi onayla","确认删除板块","確認刪除看板"
"DeleteBoardDialog.confirm-tite-template","Confirm delete board template","Подтвердите удаление шаблона Доски","","Board Vorlage wirklich löschen","","","Confirmer la suppression du modèle","","Confermi di eliminare il template della bacheca","Boardテンプレートの削除を確定する","Bevestig verwijderen Board-sjabloon","","Confirmar exclusão do template de board","Bekräfta att board-mallen ska raderas","Pano kalıbını silmeyi onayla","确认删除板块模板","確認刪除看板範本"
"DeployTargets.add","Add target…","Добавить цель…","","","","","","","","","","","","","","",""
"DeployTargets.baseApp","App name (optional) — the project name by default","Имя приложения (необязательно) — по умолчанию название проекта","","","","","","","","","","","","","","",""
"DeployTargets.baseApp-placeholder","project name","название проекта","","","","","","","","","","","","","","",""
"DeployTargets.baseDomain","Preview domain (optional) — the Dokku host itself by default","Домен превью (необязательно) — по умолчанию сам хост Dokku","","","","","","","","","","","","","","",""
"DeployTargets.baseDomain-placeholder","same as the Dokku host","как у хоста Dokku","","","","","","","","","","","","","","",""
"DeployTargets.cancel","Cancel","Отмена","","","","","","","","","","","","","","",""
"DeployTargets.edit","Edit","Изменить","","","","","","","","","","","","","","",""
"DeployTargets.empty","No deploy targets yet.","Целей деплоя пока нет.","","","","","","","","","","","","","","",""
"DeployTargets.hostname","A branch is served at {host}","Ветка будет доступна на {host}","","","","","","","","","","","","","","",""
"DeployTargets.name","Name","Название","","","","","","","","","","","","","","",""
"DeployTargets.name-placeholder","Name (also matched against the card's options)","Название (по нему же ищется опция карточки)","","","","","","","","","","","","","","",""
"DeployTargets.remove","Remove","Удалить","","","","","","","","","","","","","","",""
